simulation_id,distance,mass1,mass2,mchirp,q,inclination,ifos,snr,waveform,mstr,q_waveform
133,944.19401,1.4687084,1.4522873,1.2714131163231408,0.9888193599219559,2.8272376,H1-K1-L1-V1,9.100297579578411,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
193,213.19664,1.2617913,1.2876705,1.1096490946302977,0.9799023119656776,0.85052097,K1-L1-V1,8.133580629948932,sfhx_m1-1.2800_m2-1.2800_id2poles.dat,128128,1.00
201,387.55106,1.3471101,1.4258269,1.2064072465197049,0.9447921763855068,0.70245956,H1-K1-L1-V1,10.00782554793988,sfhx_mtot2times1.3800_q0.9500_id2poles.dat,134142,0.95
293,316.00691,1.3022834,1.4918104,1.2128393661448156,0.8729550350366241,0.65655746,H1-K1-L1-V1,8.183321064681708,sfhx_mtot2times1.4000_q0.8500_id2poles.dat,129151,0.85
298,205.15018,1.5543428999999995,1.3378945,1.254684213530866,0.8607460425881575,0.66272918,K1-L1,9.614683368338069,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
480,126.59775,1.3220656000000002,1.4559027,1.2074961557856836,0.9080727716213456,1.0062585,H1-K1-L1-V1,13.55363096544095,sfhx_mtot2times1.3800_q0.9000_id2poles.dat,131145,0.90
498,280.52075,1.3268884,1.3463793,1.1635702367437453,0.9855234702434892,0.91534455,H1-L1-V1,8.131589596716271,sfhx_m1-1.3400_m2-1.3400_id2poles.dat,134134,1.00
506,135.38346,1.3046044,1.3426525,1.1521426681281273,0.9716619899787918,2.058796,H1-K1-L1-V1,17.50054233427566,sfhx_mtot2times1.3200_q0.9500_id2poles.dat,129135,0.95
573,295.95848,1.2649555,1.283514,1.1092504833292811,0.9855408667143484,2.6811858,H1-L1-V1,9.274635232844199,sfhx_m1-1.2800_m2-1.2800_id2poles.dat,128128,1.00
711,425.59456,1.4285136,1.4956784,1.2724255579955879,0.9550940897454959,2.5937342999999995,H1-K1-L1-V1,8.883018515982048,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
766,177.58817,1.3891088,1.5094653,1.2603720287221023,0.9202654741384252,2.4720385,H1-K1-L1,17.814684982949267,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
773,182.18624,1.3532916,1.3905465,1.194192790588271,0.9732084471824568,1.6477019,H1-K1-L1,8.092161227285976,sfhx_mtot2times1.3800_q0.9500_id2poles.dat,134142,0.95
775,372.57241,1.4562349,1.4703678999999998,1.2738600333425731,0.990388119871224,2.8617027000000004,H1-K1-L1,11.1817356162932,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
817,346.51242,1.3715098,1.4498388999999998,1.2274953194202618,0.945973928551648,2.2711561,H1-K1-L1-V1,10.27326783577893,sfhx_mtot2times1.4200_q0.9500_id2poles.dat,138146,0.95
895,340.86806,1.4821789,1.401027,1.2543916291734472,0.9452482423005752,2.262547,H1-K1-L1-V1,8.633135102130646,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
904,164.17078,1.374516,1.3539406,1.1875891922040602,0.9850308035701294,2.1079582,L1,11.06356360368579,sfhx_m1-1.3600_m2-1.3600_id2poles.dat,136136,1.00
909,552.22834,1.5271544,1.4112536,1.2778220758371397,0.9241066915041466,0.57191429,H1-L1-V1,8.697325652985299,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
912,112.79569,1.416954,1.4433187,1.244942536198691,0.981733279004838,0.67398089,H1-K1-V1,21.99530005787581,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
950,566.84153,1.5365014,1.4334313,1.2918038798345284,0.9329189677275922,0.40489274,H1-K1-L1-V1,8.905919432321754,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
968,539.99902,1.3540683,1.5647652,1.2665198054156566,0.8653491910479604,0.58539171,K1-L1-V1,8.353797025875831,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
1140,347.93324,1.296787,1.5561818,1.2356571415061304,0.833313305681894,0.59152977,K1-L1,8.996179333035887,sfhx_mtot2times1.4200_q0.8500_id2poles.dat,130154,0.85
1186,307.15554,1.4228303999999998,1.4429267,1.2473564233680592,0.9860725427008871,0.53960528,H1-K1-L1,12.39581180564825,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
1333,520.08338,1.4501408000000002,1.4038193,1.2420619252331997,0.9680572396832086,0.59809137,H1-K1-L1-V1,8.503204996068016,sfhx_mtot2times1.4200_q0.9500_id2poles.dat,138146,0.95
1342,275.58403,1.4463101,1.2480886,1.1689925117017208,0.8629467498014429,2.7768241,H1-K1-L1,16.44165863066715,sfhx_mtot2times1.3400_q0.8500_id2poles.dat,123145,0.85
1347,325.941,1.2586432,1.5578389,1.2176254243579892,0.8079418224824145,0.4827193,H1-K1-L1-V1,8.349663944071436,sfhx_mtot2times1.4000_q0.8000_id2poles.dat,124156,0.80
1408,354.33475,1.4307003,1.3493966999999998,1.2094864223607436,0.943172165407388,0.71244307,H1-L1-V1,10.957266757680118,sfhx_mtot2times1.4000_q0.9500_id2poles.dat,136144,0.95
