"(Intercept)" "M_chirp" "I(M_chirp^2)" "I(R_1.6 * M_chirp)" "I(R_1.6 * M_chirp^2)" "I(R_1.6^2 * M_chirp)"
1.70266527963405 5.8444074105838 3.17725266071107 -0.836828133089677 -0.181980536739212 0.0289056261717913
2.13655587093674 8.05314364123671 2.79074233916152 -1.21127077576394 -0.133130709616463 0.040567815677586
2.28605945534374 7.53462740813437 2.53074329150501 -1.13626819842044 -0.107321811962652 0.0366895230321605
3.14531506988012 4.99424813344326 4.22725224986856 -1.07286047068513 -0.19922199169471 0.0389540886134632
1.79433966957425 7.73649674093896 3.27081554781535 -1.15332277991925 -0.181258800201162 0.0408340283132493
1.98375405694062 5.24452742441638 3.18951376268546 -0.797978304129264 -0.170691099920035 0.0269721684180122
1.42836014217765 7.67875465508678 2.39415122108276 -0.996803166033379 -0.133079633659666 0.0327523368295831
2.01721011230395 9.07236049221479 3.35089841147374 -1.39225958235438 -0.182408038396005 0.0496585774334618
2.9612131259699 5.16774837974351 4.64281757898101 -1.10533221514592 -0.229879758557599 0.0412261060705048
1.38488371349798 7.51260191109091 1.26586345048083 -0.847006939485215 -0.0569676229782865 0.0234615435805079
1.51447704027047 8.81501731017305 2.94778615015129 -1.22540088292066 -0.164178124794508 0.0420603652921636
1.7750074848773 9.30097760143596 3.12809460319964 -1.37408998032918 -0.166984840917879 0.0482993561977441
2.10425291902177 6.7714092085138 2.85328806163191 -1.01481185251103 -0.13309698420314 0.0328871014669613
1.52192838593862 8.33209980942836 3.03687352482014 -1.17797531796264 -0.169037792030625 0.0410339052343519
2.0935590237957 7.95932312761705 2.95055014790883 -1.20541028497198 -0.146343919389225 0.0411159583158456
2.04618923060464 8.05568778054331 2.64525628393149 -1.17020752621789 -0.123319575930964 0.0381219022086741
0.131832834237073 10.8167936008484 -0.671650934698175 -0.933605762499822 0.028921181141998 0.0226193720410457
1.3862289716306 8.05736503378433 2.6128447053962 -1.04811335384459 -0.148647641662661 0.0345906516951614
1.54766029350992 9.22819206068781 2.6046495173203 -1.27412135715224 -0.142665401120859 0.0435837388723988
3.02048619513885 5.87402197984639 3.22696326254782 -1.07547087064806 -0.123035288513566 0.0346952782369002
1.70015353376373 9.28752969295491 2.07515570883083 -1.24135415517239 -0.103204800841724 0.0401846001478743
2.39663490037929 6.92819477669216 3.70305138440723 -1.17104910494859 -0.182640286747164 0.0409939071387195
1.06251940568755 9.99030633811769 1.07988556575459 -1.15162962553483 -0.0533187366835405 0.034738482227159
1.64498897964227 5.42755443779432 2.85579110004248 -0.717902346451334 -0.153382950654927 0.0223181766527334
1.57199534994702 9.34376394411756 2.47988999561829 -1.26996943114324 -0.133478907249037 0.0425364415663461
0.187446801973346 11.51043283409 1.262788906939 -1.24314582003946 -0.103775421425818 0.0403965388122757
2.18244212424135 7.83227970905746 1.39856783963764 -1.04513834995705 -0.0290210731956531 0.0293173682616522
0.683920852646818 11.6603767056042 1.04177842960412 -1.33442452198757 -0.0678887207254307 0.0424174492853398
1.25281437327592 8.57479861223713 1.47502934688455 -1.01047897344023 -0.0745999822787008 0.0304624936633252
2.42693047235972 6.60924043309348 2.99145506359064 -1.05576837786455 -0.137795529233545 0.0348475297018768
2.82994701472078 5.03022076778713 5.11030817642023 -1.08812644544065 -0.268858782857377 0.0417425052765448
2.48726247710222 7.3694041422459 3.27492850815409 -1.21117016372195 -0.156839043365903 0.0417065271759112
1.46845671529326 6.9279468448944 3.22935086472524 -0.964889350202053 -0.192801209609987 0.0341190727004732
3.1314006266868 5.33424462914817 4.31445016905798 -1.12609426020399 -0.202513264136208 0.0408354047287213
0.807460184513624 7.22959184327863 2.41525837863808 -0.802569416932946 -0.166906032719804 0.0265605872131432
2.45113692174265 3.88783225811703 5.54421738873521 -0.898701126240254 -0.31091757725793 0.0365782212938179
1.5157993754192 8.08634187551887 2.80056025241022 -1.10419562488027 -0.161053411261039 0.0379072083530175
2.47979487948778 3.85476080801488 4.68505545844495 -0.81606768228881 -0.255379510696268 0.0313497149640521
2.30394993973448 7.35809961014902 2.96039154877868 -1.13973656294423 -0.136244838866252 0.0376010694618581
3.32022227865139 5.86396271987974 4.6910682621977 -1.27603929551057 -0.226329409611478 0.0478100926658622
1.48215514991554 6.30058421136755 2.69717081228734 -0.808767991078951 -0.151845844653414 0.0257704877383754
0.805899629729946 7.00514352742377 3.2866696715291 -0.867063252873365 -0.22504900361436 0.0319404037299472
1.0476080208108 9.97351823125259 1.55497598340328 -1.18299177837352 -0.0909260253178037 0.0374980576030571
2.16151776747982 6.04519443508263 3.75751477413124 -0.996719232029631 -0.201613346537345 0.0354174904955451
0.798483516945713 11.8242377568808 2.08977754758998 -1.46524374751912 -0.140979706890997 0.0501566633506749
2.36425438515414 4.52497665826705 4.49623406724108 -0.881428822825001 -0.239381276491731 0.0327225177745754
2.36293421675156 7.77953829030307 3.311263426228 -1.25649161000509 -0.164959080286462 0.0439433336826198
1.72764900270393 8.95265147446026 3.07129720193331 -1.30758278886619 -0.165680066826378 0.0457284114372858
1.47571582533783 9.55808013138977 2.24261532418083 -1.27580217165445 -0.124634231533605 0.0430744669081777
1.96124361293835 7.7335370739514 2.67504341341937 -1.10781954596488 -0.131997625452348 0.0363015190325551
1.31382639940423 9.66172407031939 2.45179050758555 -1.2763819413383 -0.142006611602216 0.0433642108535844
1.19929646696157 9.10958310958634 2.13827419944219 -1.13240622840302 -0.127796413280267 0.0372220031190393
0.120411790936964 11.6289944335546 0.112727534828033 -1.13561036282256 -0.0199529153963497 0.032314260799866
1.82300786725891 6.27527607628771 3.23969958032646 -0.936254213081625 -0.175795965938051 0.0323634801575315
1.44654762687475 7.63263905417536 1.42512216436122 -0.89354464333973 -0.0652545723442969 0.025634186197841
1.56360480614598 8.67531273122508 1.9762022893422 -1.12156790771783 -0.0997742229729096 0.0356517001162564
2.10896532230359 7.9812628213366 3.08882450436861 -1.20345521975355 -0.153856703501725 0.0404484623007127
0.643606959815846 11.3934992266929 0.923823345300663 -1.26541028161212 -0.0610399247445948 0.0390592581965167
1.3616551166922 5.75409946829607 2.44137073857208 -0.687344065928637 -0.140103125396277 0.0210273761331434
2.56269588882752 7.59738127401858 1.64147235228841 -1.10596701569635 -0.0304466299187405 0.0318800144560501
1.7295393126078 8.21250826372114 2.36863476024967 -1.11061901262475 -0.126166950757688 0.0364313260382206
-0.223532460242949 12.3366778160141 -1.09791335146175 -1.07242698721932 0.0526115360959091 0.02683253671011
0.875031552060742 9.15496392461903 1.70381640148936 -1.04481702517607 -0.10422115083052 0.0327128583427393
1.8881643289103 7.78081168566082 2.57148561384152 -1.10484217221102 -0.129691404999451 0.0365848848723264
0.970061219823501 10.0698411134938 1.17206445183266 -1.15099917766189 -0.0631129641924634 0.0349758851209784
1.06502576150687 8.51114184752888 1.69745433558649 -0.993233863271493 -0.0954005359565456 0.0307985191205789
0.690025406470921 12.1327307972491 0.617562801488653 -1.36218911841899 -0.032773209674288 0.0414584854932758
1.56480301961931 7.2708832532382 3.03746852638237 -1.01888566773576 -0.167966863916124 0.0348140897636853
1.21671430027727 8.11180189257605 1.81355503682385 -0.950217639541732 -0.0997248675456063 0.0287299624177123
1.87390581897969 5.92778036273388 2.37148571250556 -0.804413867198016 -0.108644445474695 0.0239789163106386
0.998595459664917 9.0260113034589 0.959626276550865 -0.982638489278467 -0.0455455349004064 0.0279444371066086
1.28616548898792 8.62632652407857 2.10317188908694 -1.0891761567134 -0.116774167437633 0.0354430520667038
2.36466282585113 4.44888375560895 5.04568606205703 -0.92653981572538 -0.280567951494414 0.0365516743512293
1.956017642967 6.89077288913743 1.76549616084175 -0.891627551304703 -0.0645089065628392 0.0248605367917157
0.749979416943356 9.81394427284354 0.420567075294736 -1.00432877035494 -0.0172387967470771 0.0273073608994812
0.434884808067726 11.6882439053564 0.839883311834287 -1.2715542402194 -0.0623135448019571 0.0395339023186613
1.07530727200234 8.85666633826131 2.53765263688757 -1.11554107036486 -0.161473860153245 0.038276281421443
0.154100018925364 10.8741277423549 0.398821259713821 -1.07300676232499 -0.0437748982426432 0.031935614046023
1.23059929634668 7.37137369925421 3.41396296416245 -1.00557185618478 -0.218905162504253 0.036878886459956
0.578177486444727 10.244731954608 0.0655582661925607 -1.00021875226315 -0.00301618217464958 0.026623259253962
1.68541297763557 9.12320756636244 1.73936005387382 -1.18827431177834 -0.078848782688794 0.0372125009150736
1.34025855662476 8.18244885842613 2.71174287945324 -1.0748869371433 -0.160020917755535 0.0363937712668713
1.84337967999176 7.00527816427472 4.18361638898043 -1.14066067543816 -0.240675450263753 0.0428673130796484
2.06604646088929 6.20776778702516 4.40197310450476 -1.07176871498388 -0.25494982206027 0.0410284628351186
0.695057199988265 12.3978060036697 0.8908948458813 -1.42745272459189 -0.0558833274719034 0.045079642124405
1.85306101037927 7.78871683478689 1.94827743708352 -1.02978616861555 -0.0869271030180694 0.0314240165642393
2.01634017306694 5.40617223573753 2.88335412745539 -0.790888475801095 -0.147593325502175 0.0253888285422789
1.37680340559316 8.56322350616716 2.99924486671604 -1.17870412447801 -0.176619732534006 0.0413951982728197
1.95331369745085 8.16522679870041 2.9459751724798 -1.20448447578716 -0.14773387707618 0.0405958651271215
1.63888874631943 7.4626466977851 2.56407796798934 -1.00387259484271 -0.139095189276357 0.0329444308692124
2.03134221224698 7.44449170618379 2.2231868772375 -1.04682464096266 -0.0928545812932486 0.0324640348202827
0.671257692751044 10.2814695418753 0.335661764927782 -1.04984899983066 -0.0127933836867923 0.0287199274055292
0.324676169155112 10.3949328278225 -0.302846576738944 -0.942707871449987 0.00512807364820758 0.0244925998617533
0.606572617677303 10.6225377770283 1.78176377033682 -1.24675792996877 -0.12133293194953 0.0417387818307397
1.95024538528639 9.79649990183486 2.65476726367864 -1.42407690979929 -0.123231905046758 0.0476973981460653
1.30163621791634 8.27452489257509 1.22732541521938 -0.948358395179207 -0.0566200160866375 0.0273088188863269
1.06497473146102 8.23037723693825 2.32893964538746 -0.995231092070057 -0.146896205477341 0.0328781617102797
2.26527081012249 8.17336819382986 2.94881651255583 -1.25981436403975 -0.138008362984011 0.0423723045295608
1.76669058115098 8.72917915078925 3.12373716118098 -1.26953422217153 -0.171871642619122 0.0442223540760316
1.55235705530212 5.72131216597186 2.61934194543467 -0.735226880025154 -0.143914965927083 0.0230763997505301
1.56178247131548 7.74692513324897 1.93518239303038 -0.986403108051372 -0.0950356738094828 0.0305643633460013
1.25418599714765 9.08725583410865 0.895407856418327 -1.01602574969705 -0.0322010068139873 0.0281756317995297
2.06719907270201 6.9785539160344 2.78755908461349 -1.02333834379665 -0.129358749787019 0.0326063396438253
1.27345662396149 9.93154932138084 1.99384053442241 -1.25777075202049 -0.112685067179483 0.0412265541671504
1.22499824843197 8.49174202018791 2.37327225474423 -1.08105261995463 -0.135833420191993 0.0357785316484677
1.41922843271154 7.44981850232696 3.10201279418566 -1.02559627654684 -0.184700362894329 0.0360418430614784
1.57953654365402 8.89645940475409 2.06971862981498 -1.16055751383577 -0.100962364246946 0.0366149292949479
1.45326141136164 9.79453703935045 2.29840971526622 -1.30349235512818 -0.126164981559645 0.043672612211967
2.38354531026633 7.49345030049788 2.57627889575186 -1.14664080408092 -0.115018743905039 0.037598499179507
1.24230655324238 10.4645687292059 2.71579234191812 -1.41347300515116 -0.165375521940591 0.0498830405516051
0.712951225846988 10.8896866218937 1.78848642930436 -1.29183388771027 -0.116946626959026 0.0427072340385846
0.863785730880934 10.7050467936978 2.35830628391289 -1.35343706238924 -0.156212272961944 0.0473463159928636
1.41130868817527 9.43046231730983 0.737616520745675 -1.08564887054933 -0.0167153784541113 0.0302886024405404
1.33042764529819 7.59207867628509 1.23313286618434 -0.841802927052981 -0.0593941885459032 0.0233723640517802
2.12776144604306 8.55567543558621 2.39572404508881 -1.2572716644187 -0.105835968901602 0.0415457425616412
3.96596322765601 3.58177134322032 6.14773214226114 -1.17718097501509 -0.294509611688661 0.046435004986294
1.3324397799707 7.98793834783958 1.78328184220127 -0.959082836351096 -0.0946694671010683 0.0293192449626036
0.973393417177721 9.09357419965689 1.65290955619243 -1.04367243776863 -0.101150293920469 0.0325718865645702
1.16457366441135 8.43299033036725 1.79996654395219 -0.984314673689861 -0.099430783370109 0.0298428589971499
2.20529609874706 6.41873889078563 3.57251218341398 -1.05667695300595 -0.184605348375261 0.0372758711770753
0.814421940497697 8.77368982070566 0.779447234152973 -0.896129477072878 -0.0462070945938076 0.0249492794137922
1.59804707648669 7.33646194464373 3.25700274178302 -1.04787493391655 -0.198217827006536 0.0376895267888553
0.966256847900602 8.61489539073135 3.32156434759373 -1.13209485881485 -0.218421621519396 0.0411949624193928
0.416015042039597 12.1322052293079 0.158992679421004 -1.27607340274796 -0.01371083486338 0.0376875484806779
2.18596161628284 4.76544816970446 3.94000983545542 -0.824785474140314 -0.210696285274328 0.029273233526755
2.24428173825267 4.77811016468799 4.70437679529491 -0.918406854453713 -0.261264010643667 0.035222339020861
0.427357091918725 10.1096555936284 -0.457988714082207 -0.897819940006679 0.0217500889415223 0.021762059094974
2.30625029063463 6.07914436328876 3.74642138298673 -1.01724109214047 -0.197816986166887 0.0358547649162083
2.7564035027024 6.12429726071425 3.76647251284353 -1.11747752192211 -0.176942081780738 0.0389587328433091
0.59663129056802 11.9242988011924 1.18256626793602 -1.3718779922029 -0.0814195240112858 0.0443292648223678
0.769575518494794 11.7531520089354 0.525344314195546 -1.31318900188022 -0.0236601871167486 0.0393602195851672
1.79298512565512 7.79802891007159 3.24529612602804 -1.15838682963384 -0.179905594090609 0.0409226489691248
2.59171786329756 7.56611869478665 2.70113188704534 -1.20517608708152 -0.107964641528507 0.039153708197937
1.72659922856355 9.1796823027701 2.02105104049633 -1.23216242116071 -0.0926770737067843 0.0393337257523202
0.39576549519417 10.1462606029606 0.484658621693192 -0.992373486511628 -0.0393424236919097 0.0278666653513693
1.14870561705015 8.88345887277035 1.67682306453542 -1.06042872156797 -0.0926941855304566 0.0332816098555465
1.54733347506721 8.07935327097038 2.42996114912439 -1.06450500132094 -0.134107872251849 0.0348345635778329
1.78574199291827 6.30219322204903 3.53606641331499 -0.943548944450268 -0.203062952176928 0.0335595020870893
1.44782869650173 8.64042072218546 3.99725522298955 -1.29629949567331 -0.245231824228659 0.048868780293838
0.502862055553665 9.65360605230419 0.130848631503412 -0.914459939773676 -0.0082192410824105 0.0238596234538689
1.39679195189382 8.73610974050652 2.17600601827975 -1.12341991289434 -0.117216889234519 0.0364461956537731
0.466116417104584 11.6825352049218 1.12575872633778 -1.30362473338239 -0.0847803408395985 0.0419202550408464
1.43018500361962 9.46968780304343 2.12250968137053 -1.23549272008136 -0.116876832212309 0.0408174388733019
1.61949507909624 6.9930106012754 2.16821904177744 -0.900573791518138 -0.109804689423319 0.0279275207565507
2.10805239553219 4.04387187547751 3.86919966766982 -0.70954207830115 -0.201304544823561 0.024604918867687
2.9926086220258 5.10359663693766 4.10149310503393 -1.0502771429798 -0.190244892821258 0.0373862080448047
1.53980409292931 9.00221376388052 2.41191057421502 -1.20917554836368 -0.132856894635175 0.0405309331384268
1.39420951437301 10.4061516455906 2.18751977677059 -1.374158994588 -0.118173575241159 0.0457824527934301
2.52839064554991 3.11264849415574 5.58406588931024 -0.807530229122782 -0.309940025163394 0.0333904843314374
1.68546944155047 7.94095790080271 3.58500477786133 -1.19127438553302 -0.204811569106377 0.0429581503951584
1.12463472252661 8.84433117994198 1.25752229125808 -0.990871152824639 -0.067457576369398 0.0289993081850546
1.76824047952497 8.67943278827948 3.43833096551822 -1.29903167944742 -0.194709918077424 0.0465721078007861
1.56662119211171 7.46329391716979 2.80017264218815 -1.0174643649633 -0.162763508266552 0.0348258206560366
2.12392211739362 8.14719798545373 3.41400980805077 -1.29533496707644 -0.170031178664981 0.0455090712495072
1.16927587648501 7.92675740219167 2.54758148210388 -1.00116480637866 -0.150876518161833 0.033417700953395
0.554032754273426 10.763929989208 1.51538789508054 -1.21448634545007 -0.109374630436345 0.0396177113674549
1.48554607348009 9.62893044356596 1.48277111222651 -1.20593961531907 -0.067891843400138 0.0374068969765991
1.58175701524908 8.73018880125572 1.72099394520634 -1.09346455581159 -0.0786370165910242 0.0329923288134141
2.53530693289226 8.11113793595262 3.10023176325313 -1.31425264004403 -0.13700405764319 0.0444310939418937
1.02206595354881 8.90537200035056 1.79928960471728 -1.03905753474926 -0.107261637592128 0.032605125217483
0.57020799035492 9.55400121074273 2.19983445400386 -1.10419739216954 -0.154849293880453 0.0375063235688025
1.3737406373244 7.14606446299129 1.67335144053145 -0.826486658418715 -0.0909536021014916 0.0243612182977154
1.25501024406134 8.02885967786071 2.0752055062951 -0.986612399110536 -0.113769503570714 0.0311874238767054
1.08592585653089 9.14249166336331 1.47143585944251 -1.05129936699694 -0.0783570160526589 0.0314926323698479
1.27991863897787 5.13673985957108 2.5497313109966 -0.584655265905352 -0.15213707237664 0.0175277252641064
1.68811752151656 11.0431873489645 3.49066760945077 -1.65761024119383 -0.203844300902652 0.0609540997168238
2.52207701098557 7.15722627631787 3.2921877094084 -1.18938048168664 -0.148319234700925 0.0402034974499848
0.787656876516147 10.0082060357876 -0.545469814372619 -0.939841121136845 0.0560390641088909 0.0212211552824344
0.834843992748279 10.4486886276079 1.93200199261209 -1.25372225991429 -0.121933039926421 0.04126003864836
1.14671374882013 10.2952333571657 0.86768095914567 -1.17743550990673 -0.0358805940876725 0.0344766996791046
1.78463757400758 8.00835519823888 4.18081114179868 -1.29105816761062 -0.250096057499058 0.049679745642746
1.18149574889616 7.85961866508901 0.794404672968866 -0.808236961860953 -0.0296181632103979 0.0202395793142812
0.940633759901493 10.9547162308741 2.64028647695392 -1.41958161016774 -0.170535329711279 0.0499339273867182
1.42390709534196 6.99483805004519 2.17021717829013 -0.86982241306788 -0.121903340680764 0.0276146956237599
0.60007048356022 9.03819128298947 0.595734358400237 -0.880057860308966 -0.0446504661139148 0.024480922245989
0.817422226317542 9.23831813437295 1.94625478047896 -1.07870755094512 -0.12614202589352 0.0353002737648526
1.62304242397415 9.29950339553121 2.45220374976164 -1.27283213770633 -0.125992831532735 0.0423221102069736
0.270999850571072 11.2399411927081 -0.181197528011616 -1.06914451298946 0.00110928026339546 0.0289510576595708
0.644975045261256 9.334326942349 2.00085085536244 -1.07926600581641 -0.138910277216388 0.0364908775008774
1.2328138743462 10.3453278071287 1.9910373705551 -1.3133545356496 -0.110413970058644 0.0429939961785848
2.74261671475013 6.03094172577899 3.99625023936205 -1.12372443849045 -0.19013172710855 0.0395671348870067
3.59752128012747 4.44944291287673 6.6141829455721 -1.2871233743915 -0.340836281006428 0.0525625102605989
3.53075466437981 4.8045932890093 5.11197810861431 -1.18585962264787 -0.239829958286073 0.0443567493792791
1.06394381699147 10.9211805322631 1.67714584872796 -1.33569774276348 -0.0985657411245445 0.0433379194090404
-0.080550451072422 10.8161631601325 0.375455920800374 -1.00941254665421 -0.0532322201917112 0.029570394459172
0.647411259153681 12.0201564576097 -0.0330107068902477 -1.26675122824 0.0110887630692179 0.0355749331713577
1.55816012635528 8.60132196460945 3.19530723308115 -1.22511741668559 -0.181684350330217 0.0429997851269515
2.03673404255171 7.97517981206296 2.91641592245885 -1.19817148825356 -0.145764165129748 0.0407981414221579
0.841854281377697 10.8928761655489 1.03244336462682 -1.24592784411997 -0.0616541152030721 0.0387931775840856
2.04039478355802 6.03446275027998 3.29604276755855 -0.934001415183491 -0.16839151781006 0.0314927079250956
0.507252154772527 11.6999588633035 -1.00683154999897 -1.11531055062477 0.069728257748652 0.0279972259331576
0.867347016905269 9.27183991988179 2.20418464563665 -1.10734933853512 -0.138836810073403 0.0364589798174
1.34878312713424 7.80568871906418 1.54517120723736 -0.904162984049973 -0.0775756860991043 0.0261911494143255
1.08576348592528 10.7427654846055 1.90590678888954 -1.34901945552512 -0.111380722066224 0.0447560815034087
1.7798318026853 8.61276513612231 1.60127669778906 -1.11675550009882 -0.0602082129814028 0.0336025162333164
1.75004705693788 9.47307770052318 2.84790619564528 -1.36950549237659 -0.149872840363299 0.0473597389752429
2.32139314009328 7.19264856464817 4.5572826018025 -1.278280766843 -0.248167114577286 0.048068504827392
1.11660192405136 9.55507358653793 2.45642438555544 -1.22137411176031 -0.157214429536747 0.042194820155637
1.95872766658668 7.58463422429555 2.83866782332776 -1.11939167490989 -0.141892595900297 0.0376675406739997
1.51288094422351 8.51408644769828 2.05300434362696 -1.09533685206726 -0.106316013576801 0.0349175748633428
1.58245765582072 8.13153948338215 1.56948351769175 -1.00581069600241 -0.0670896228147488 0.0297053969941306
0.875666746711046 9.18236483151608 2.15737306390499 -1.10365267040997 -0.137457050537315 0.0368358358880482
2.08119151213009 6.41324060377537 3.54205482102439 -1.02018801598217 -0.189638232849139 0.0358753212201825
2.70272884667379 4.14583768917503 4.72821634039069 -0.901234929111991 -0.242771760080792 0.0335895216286427
1.36113252932352 8.07527814481172 1.7718426275229 -0.965917344114721 -0.0934009761178217 0.0291869427897673
0.556058103514578 9.13069355956544 1.16024217609791 -0.919795651244982 -0.0866554791588861 0.0271367220301991
2.09773644139341 8.81722793280638 3.76747958586033 -1.40924550332859 -0.207157846384505 0.0514182058290621
1.20999912782838 10.1051886105759 2.65863837186349 -1.33173577527446 -0.16512210754865 0.0462610273805251
2.55997162522702 8.33107572424694 4.17897826199904 -1.46158007626355 -0.208980456958906 0.0532322260925067
