file,fpeak,q,m1,m2
sfhx_mtot2times1.2600_q0.9000_id2poles.dat,2876.617228028979,0.9,1.1936842105263157,1.3263157894736843
sfhx_mtot2times1.2800_q0.9000_id2poles.dat,2909.6366318809823,0.9,1.2126315789473685,1.3473684210526318
sfhx_mtot2times1.3000_q0.9000_id2poles.dat,2934.8318441568763,0.9,1.231578947368421,1.368421052631579
sfhx_mtot2times1.3200_q0.9000_id2poles.dat,3001.1769471030593,0.9,1.2505263157894737,1.3894736842105264
sfhx_mtot2times1.3400_q0.9000_id2poles.dat,3034.419904091212,0.9,1.2694736842105263,1.4105263157894739
sfhx_mtot2times1.3600_q0.9000_id2poles.dat,3070.043617514787,0.9,1.288421052631579,1.4315789473684213
sfhx_mtot2times1.3800_q0.9000_id2poles.dat,3125.5633435050404,0.9,1.3073684210526315,1.4526315789473683
sfhx_mtot2times1.4000_q0.9000_id2poles.dat,3190.717328797815,0.9,1.3263157894736841,1.4736842105263157
sfhx_mtot2times1.4200_q0.9000_id2poles.dat,3242.641917617174,0.9,1.3452631578947367,1.4947368421052631
sfhx_mtot2times1.4400_q0.9000_id2poles.dat,3333.850530686125,0.9,1.3642105263157893,1.5157894736842106
sfhx_mtot2times1.0000_q0.9500_id2poles.dat,2596.186368380926,0.95,0.9743589743589745,1.0256410256410258
sfhx_mtot2times1.0200_q0.9500_id2poles.dat,2614.3858746983497,0.95,0.993846153846154,1.0461538461538462
sfhx_mtot2times1.0400_q0.9500_id2poles.dat,2650.5959475196005,0.95,1.0133333333333334,1.0666666666666667
sfhx_mtot2times1.0600_q0.9500_id2poles.dat,2672.2529941989014,0.95,1.032820512820513,1.0871794871794873
sfhx_mtot2times1.0800_q0.9500_id2poles.dat,2706.0323601922137,0.95,1.0523076923076926,1.1076923076923078
sfhx_mtot2times1.1000_q0.9500_id2poles.dat,2722.680777159384,0.95,1.071794871794872,1.1282051282051284
sfhx_mtot2times1.1200_q0.9500_id2poles.dat,2742.130943278277,0.95,1.0912820512820516,1.1487179487179489
sfhx_mtot2times1.1400_q0.9500_id2poles.dat,2776.841461547622,0.95,1.1107692307692307,1.169230769230769
sfhx_mtot2times1.1600_q0.9500_id2poles.dat,2844.0741876059806,0.95,1.1302564102564103,1.1897435897435897
sfhx_mtot2times1.2000_q0.9500_id2poles.dat,2845.532687189368,0.95,1.1692307692307693,1.2307692307692308
sfhx_mtot2times1.2400_q0.9500_id2poles.dat,2909.226720207602,0.95,1.2082051282051283,1.2717948717948717
sfhx_mtot2times1.2600_q0.9500_id2poles.dat,2966.988350666963,0.95,1.2276923076923079,1.2923076923076924
sfhx_mtot2times1.2800_q0.9500_id2poles.dat,2982.8095138306626,0.95,1.2471794871794875,1.3128205128205128
sfhx_mtot2times1.3000_q0.9500_id2poles.dat,3033.5395412173625,0.95,1.2666666666666668,1.3333333333333335
sfhx_mtot2times1.3200_q0.9500_id2poles.dat,3051.6557937559614,0.95,1.2861538461538464,1.353846153846154
sfhx_mtot2times1.3400_q0.9500_id2poles.dat,3120.2120995378586,0.95,1.3056410256410258,1.3743589743589744
sfhx_mtot2times1.3600_q0.9500_id2poles.dat,3153.53472429877,0.95,1.3251282051282054,1.394871794871795
sfhx_mtot2times1.3800_q0.9500_id2poles.dat,3196.7562075992882,0.95,1.3446153846153848,1.4153846153846152
sfhx_mtot2times1.4000_q0.9500_id2poles.dat,3225.0192489760234,0.95,1.3641025641025641,1.435897435897436
sfhx_mtot2times1.4200_q0.9500_id2poles.dat,3283.8287034543123,0.95,1.3835897435897437,1.4564102564102563
sfhx_mtot2times1.4400_q0.9500_id2poles.dat,3351.689799859434,0.95,1.403076923076923,1.476923076923077
sfhx_m1-1.0000_m2-1.0000_id2poles.dat,2590.0033949766,1.0,1.0,1.0
sfhx_m1-1.0200_m2-1.0200_id2poles.dat,2610.3784706495912,1.0,1.02,1.02
sfhx_m1-1.0400_m2-1.0400_id2poles.dat,2646.3051301895443,1.0,1.04,1.04
sfhx_m1-1.0600_m2-1.0600_id2poles.dat,2664.282237867134,1.0,1.06,1.06
sfhx_m1-1.0800_m2-1.0800_id2poles.dat,2701.8766923751796,1.0,1.08,1.08
sfhx_m1-1.1000_m2-1.1000_id2poles.dat,2736.749628287202,1.0,1.1,1.1
sfhx_m1-1.1200_m2-1.1200_id2poles.dat,2754.540886638016,1.0,1.12,1.12
sfhx_m1-1.1400_m2-1.1400_id2poles.dat,2789.6653330335275,1.0,1.14,1.14
sfhx_m1-1.1600_m2-1.1600_id2poles.dat,2824.560646523034,1.0,1.16,1.16
sfhx_m1-1.1800_m2-1.1800_id2poles.dat,2861.9050671748014,1.0,1.18,1.18
sfhx_m1-1.2000_m2-1.2000_id2poles.dat,2859.4619178943035,1.0,1.2,1.2
sfhx_m1-1.2200_m2-1.2200_id2poles.dat,2911.949308786601,1.0,1.22,1.22
sfhx_m1-1.2400_m2-1.2400_id2poles.dat,2930.2831201406675,1.0,1.24,1.24
sfhx_m1-1.2600_m2-1.2600_id2poles.dat,2965.974342344794,1.0,1.26,1.26
sfhx_m1-1.2800_m2-1.2800_id2poles.dat,3019.5781990292417,1.0,1.28,1.28
sfhx_m1-1.3000_m2-1.3000_id2poles.dat,3045.2471836150307,1.0,1.3,1.3
sfhx_m1-1.3200_m2-1.3200_id2poles.dat,3078.4456436779114,1.0,1.32,1.32
sfhx_m1-1.3400_m2-1.3400_id2poles.dat,3088.825350607596,1.0,1.34,1.34
sfhx_m1-1.3600_m2-1.3600_id2poles.dat,3116.752294241544,1.0,1.36,1.36
sfhx_m1-1.3800_m2-1.3800_id2poles.dat,3192.276024449271,1.0,1.38,1.38
sfhx_m1-1.4000_m2-1.4000_id2poles.dat,3242.458780385155,1.0,1.4,1.4
sfhx_m1-1.4200_m2-1.4200_id2poles.dat,3292.2203695786907,1.0,1.42,1.42
sfhx_m1-1.4400_m2-1.4400_id2poles.dat,3332.9505995063496,1.0,1.44,1.44
